start_time,end_time,Duration (mS),Voltage (mV),Remaining_charge (mAh),Intensity (mA),Power (W),Consumed charge(mAh),Energy (J),Top app,Screen(ON/OFF),GPS(ON/OFF),Mobile_Radio(ON/OFF),WiFi(ON/OFF),Wifi radio,Camera(ON/OFF),Video (ON/OFF),Audio(ON/OFF),Wakelock_in (Service)
1731583301312,1731583301313,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,False,True,['CollectionLib-SigCollector' 'AudioMix AudioOut_1D1138' 'screen']
1731583301313,1731583301314,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,False,True,"['CollectionLib-SigCollector' 'CallbackRunner' 'AudioMix AudioOut_1D1138'
 'screen']"
1731583301314,1731583301325,11,4137,3663,649.366267,2.686428,0.001984,0.029551,com.twitter.android,True,False,True,False,False,False,False,True,['CallbackRunner' 'AudioMix AudioOut_1D1138' 'screen']
1731583301325,1731583301408,83,4137,3663,649.366267,2.686428,0.014972,0.222974,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583301408,1731583301632,224,4137,3663,649.366267,2.686428,0.040405,0.601760,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583301632,1731583301663,31,4137,3663,649.366267,2.686428,0.005592,0.083279,com.twitter.android,True,False,True,False,False,False,False,False,['NetworkStats' 'AudioMix AudioOut_1D1138' 'screen']
1731583301663,1731583301888,225,4137,3663,649.366267,2.686428,0.040585,0.604446,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'screen']
1731583301888,1731583302130,242,4137,3663,649.366267,2.686428,0.043652,0.650116,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583302130,1731583302830,700,4137,3663,649.366267,2.686428,0.126266,1.880500,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583302830,1731583303777,947,4137,3663,649.366267,2.686428,0.170819,2.544048,com.twitter.android,True,False,True,False,False,False,False,False,['NetworkStats' 'AudioMix AudioOut_1D1138' 'screen']
1731583303777,1731583304213,436,4137,3663,649.366267,2.686428,0.078645,1.171283,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583304213,1731583304490,277,4137,3663,649.366267,2.686428,0.049965,0.744141,com.twitter.android,True,False,True,False,False,False,False,True,['AudioMix AudioOut_1D1138' 'screen']
1731583304490,1731583304491,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,False,False,screen
1731583304491,1731583305804,1313,4137,3663,649.366267,2.686428,0.236838,3.527280,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583305804,1731583306045,241,4137,3663,649.366267,2.686428,0.043471,0.647429,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583306045,1731583306136,91,4137,3663,649.366267,2.686428,0.016415,0.244465,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583306136,1731583306323,187,4137,3663,649.366267,2.686428,0.033731,0.502362,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583306323,1731583306325,2,4137,3663,649.366267,2.686428,0.000361,0.005373,com.twitter.android,True,False,True,False,False,False,False,False,"['*walarm*:com.google.android.location.ALARM_WAKEUP_ACTIVITY_DETECTION'
 'AudioMix AudioOut_1D1138' 'screen']"
1731583306325,1731583306328,3,4137,3663,649.366267,2.686428,0.000541,0.008059,com.twitter.android,True,False,True,False,False,False,False,False,"['*walarm*:com.google.android.location.ALARM_WAKEUP_ACTIVITY_DETECTION'
 'CallbackRunner' 'AudioMix AudioOut_1D1138' 'screen']"
1731583306328,1731583306330,2,4137,3663,649.366267,2.686428,0.000361,0.005373,com.twitter.android,True,False,True,False,False,False,False,False,"['*walarm*:com.google.android.location.ALARM_WAKEUP_ACTIVITY_DETECTION'
 'CallbackRunner' 'AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector'
 'screen']"
1731583306330,1731583306335,5,4137,3663,649.366267,2.686428,0.000902,0.013432,com.twitter.android,True,False,True,False,False,False,False,False,"['CallbackRunner' 'AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector'
 'screen']"
1731583306335,1731583306609,274,4137,3663,649.366267,2.686428,0.049424,0.736081,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583306609,1731583306969,360,4137,3663,649.366267,2.686428,0.064937,0.967114,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583306969,1731583307196,227,4137,3663,649.366267,2.686428,0.040946,0.609819,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583307196,1731583307224,28,4137,3663,649.366267,2.686428,0.005051,0.075220,com.twitter.android,True,False,True,False,False,False,False,False,"['NetworkStats' 'AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector'
 'screen']"
1731583307224,1731583307633,409,4137,3663,649.366267,2.686428,0.073775,1.098749,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583307633,1731583307664,31,4137,3663,649.366267,2.686428,0.005592,0.083279,com.twitter.android,True,False,True,False,False,False,False,False,"['*job*/com.twitter.android/androidx.work.impl.background.systemjob.SystemJobService'
 'AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']"
1731583307664,1731583307769,105,4137,3663,649.366267,2.686428,0.018940,0.282075,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583307769,1731583309140,1371,4137,3663,649.366267,2.686428,0.247300,3.683093,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583309140,1731583309216,76,4137,3663,649.366267,2.686428,0.013709,0.204169,com.twitter.android,True,False,True,False,False,False,True,True,['CollectionLib-SigCollector' 'screen']
1731583309216,1731583309368,152,4137,3663,649.366267,2.686428,0.027418,0.408337,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583309368,1731583309569,201,4137,3663,649.366267,2.686428,0.036256,0.539972,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'CollectionLib-SigCollector' 'screen']
1731583309569,1731583309739,170,4137,3663,649.366267,2.686428,0.030665,0.456693,com.twitter.android,True,False,True,False,False,False,True,True,['CollectionLib-SigCollector' 'AudioMix AudioOut_1D1138' 'screen']
1731583309739,1731583309742,3,4137,3663,649.366267,2.686428,0.000541,0.008059,com.twitter.android,True,False,True,False,False,False,True,True,['CollectionLib-SigCollector' 'AudioMix AudioOut_1D1138' 'screen']
1731583309742,1731583309743,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,True,True,"['CollectionLib-SigCollector' 'CallbackRunner' 'AudioMix AudioOut_1D1138'
 'screen']"
1731583309743,1731583309756,13,4137,3663,649.366267,2.686428,0.002345,0.034924,com.twitter.android,True,False,True,False,False,False,True,True,['CallbackRunner' 'AudioMix AudioOut_1D1138' 'screen']
1731583309756,1731583309763,7,4137,3663,649.366267,2.686428,0.001263,0.018805,com.twitter.android,True,False,True,False,False,False,True,True,"['PendingIntentClient' 'CallbackRunner' 'AudioMix AudioOut_1D1138'
 'screen']"
1731583309763,1731583309764,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,True,True,['CallbackRunner' 'AudioMix AudioOut_1D1138' 'screen']
1731583309764,1731583309766,2,4137,3663,649.366267,2.686428,0.000361,0.005373,com.twitter.android,True,False,True,False,False,False,True,True,"['PendingIntentClient' 'CallbackRunner' 'AudioMix AudioOut_1D1138'
 'screen']"
1731583309766,1731583309769,3,4137,3663,649.366267,2.686428,0.000541,0.008059,com.twitter.android,True,False,True,False,False,False,True,True,['CallbackRunner' 'AudioMix AudioOut_1D1138' 'screen']
1731583309769,1731583311575,1806,4137,3663,649.366267,2.686428,0.325765,4.851689,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'screen']
1731583311575,1731583311688,113,4137,3663,649.366267,2.686428,0.020383,0.303566,com.twitter.android,True,False,True,False,False,False,False,False,screen
1731583311688,1731583313536,1848,4137,3663,649.366267,2.686428,0.333341,4.964519,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583313536,1731583313667,131,4137,3663,649.366267,2.686428,0.023630,0.351922,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583313667,1731583313669,2,4137,3663,649.366267,2.686428,0.000361,0.005373,com.twitter.android,True,False,True,False,False,False,True,False,"['*job*/com.twitter.android/androidx.work.impl.background.systemjob.SystemJobService'
 'AudioMix AudioOut_1D1138' 'screen']"
1731583313669,1731583313672,3,4137,3663,649.366267,2.686428,0.000541,0.008059,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583313672,1731583313739,67,4137,3663,649.366267,2.686428,0.012085,0.179991,com.twitter.android,True,False,True,False,False,False,False,False,"['*job*/com.twitter.android/androidx.work.impl.background.systemjob.SystemJobService'
 'AudioMix AudioOut_1D1138' 'screen']"
1731583313739,1731583313848,109,4137,3663,649.366267,2.686428,0.019661,0.292821,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'screen']
1731583313848,1731583314758,910,4137,3663,649.366267,2.686428,0.164145,2.444650,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'screen']
1731583314758,1731583314774,16,4137,3663,649.366267,2.686428,0.002886,0.042983,com.twitter.android,True,False,True,False,False,False,True,True,['NetworkStats' 'AudioMix AudioOut_1D1138' 'screen']
1731583314774,1731583318791,4017,4137,3663,649.366267,2.686428,0.724585,10.791382,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'screen']
1731583318791,1731583318795,4,4137,3663,649.366267,2.686428,0.000722,0.010746,com.twitter.android,True,False,True,False,False,False,True,True,['AudioMix AudioOut_1D1138' 'screen']
1731583318795,1731583318836,41,4137,3663,649.366267,2.686428,0.007396,0.110144,com.twitter.android,True,False,True,False,False,False,False,True,"['*job*/com.twitter.android/androidx.work.impl.background.systemjob.SystemJobService'
 'AudioMix AudioOut_1D1138' 'screen']"
1731583318836,1731583318928,92,4137,3663,649.366267,2.686428,0.016595,0.247151,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583318928,1731583319317,389,4137,3663,649.366267,2.686428,0.070168,1.045021,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583319317,1731583319366,49,4137,3663,649.366267,2.686428,0.008839,0.131635,com.twitter.android,True,False,True,False,False,False,False,False,"['*job*/com.twitter.android/androidx.work.impl.background.systemjob.SystemJobService'
 'AudioMix AudioOut_1D1138' 'screen']"
1731583319366,1731583319523,157,4137,3663,649.366267,2.686428,0.028320,0.421769,com.twitter.android,True,False,True,False,False,False,True,False,['AudioMix AudioOut_1D1138' 'screen']
1731583319523,1731583320000,477,4137,3663,649.366267,2.686428,0.086041,1.281426,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583320000,1731583320001,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,False,False,['*alarm*:TIME_TICK' 'AudioMix AudioOut_1D1138' 'screen']
1731583320001,1731583320075,74,4137,3663,649.366267,2.686428,0.013348,0.198796,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583320075,1731583320091,16,4137,3663,649.366267,2.686428,0.002886,0.042983,com.twitter.android,True,False,True,False,False,False,False,False,['NetworkStats' 'AudioMix AudioOut_1D1138' 'screen']
1731583320091,1731583321274,1183,4137,3663,649.366267,2.686428,0.213389,3.178045,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583321274,1731583321369,95,4137,3663,649.366267,2.686428,0.017136,0.255211,com.twitter.android,True,False,True,False,False,False,True,True,screen
1731583321369,1731583322168,799,4137,3663,649.366267,2.686428,0.144123,2.146456,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
1731583322168,1731583322169,1,4137,3663,649.366267,2.686428,0.000180,0.002686,com.twitter.android,True,False,True,False,False,False,False,False,screen
1731583322169,1731583322515,346,4137,3663,649.366267,2.686428,0.062411,0.929504,com.twitter.android,True,False,True,False,False,False,False,False,['AudioMix AudioOut_1D1138' 'screen']
